id,p4,q4,p9,q9,v4
158,12.41887249,12.74162147,-13.49224575,30.17181071,0.996960769
159,-6.208863965,10.02072331,120.4602027,-32.14648388,1.0238317
160,34.97328496,5.60861585,55.55703598,23.56321992,1.010526583
161,37.4652942,24.31679653,92.75528454,-2.793425911,1.005182857
162,-0.831520945,-17.02620665,41.41617094,-10.27652997,1.035558167
163,29.59983595,-2.709909209,106.1575424,27.7723713,1.0050163
164,36.20325299,-14.56115177,-34.85151615,-23.54072998,0.998195829
165,15.55266818,-0.929407315,31.50919432,54.40005212,0.983378603
166,-5.834418952,6.339616086,-19.5803859,14.71877024,0.987192331
167,29.61931021,-8.051575704,41.11841448,45.09976239,1.001295538
168,43.32751008,-6.672340441,117.6139558,3.606264007,1.017012249
169,9.746675948,17.45473739,106.2933809,-39.42588934,1.022934759
170,2.434890617,32.60573311,75.07365417,-43.6567679,1.004814394
171,-8.522583167,-4.24253277,97.32880373,-4.837273843,1.005604547
172,-1.858247972,11.13978777,35.1855855,-29.95629884,1.021573122
173,23.90216186,23.99213794,-3.251362548,0.92851739,0.997655819
174,17.67005635,-5.678640981,95.1929873,50.32618854,0.990509412
175,2.782408503,-10.32411426,13.42695224,1.278057681,1.007957281
176,21.45939068,15.61617477,55.26115027,65.76651617,0.987803691
177,22.76936372,2.988379671,28.5265545,-20.92669363,1.0275937
178,19.49305874,2.069915673,-4.521559312,69.77707787,0.992685056
179,-9.370470345,21.96624526,72.62489574,-46.134088,1.021888274
180,3.069102271,2.83280189,-8.070614941,53.69405842,0.987171136
181,19.47297796,8.642245154,-24.70780957,-47.29807628,1.00036485
182,-3.810497444,-9.733313513,77.12846147,5.99469504,0.991419985
183,32.56870498,8.426797279,-26.27336521,12.60489684,0.974631343
184,28.4615296,-14.91076234,118.1788383,9.157022011,1.022475509
185,9.269442264,26.79023694,86.27893569,-19.55768324,0.99196365
186,38.59689209,-1.695882588,82.833742,71.64068942,0.979582799
187,7.559091813,28.87202266,136.8008894,6.707351504,0.987303327
188,37.22083632,27.89123207,83.79749802,33.53897753,0.977431447
189,2.313136828,34.14521711,92.92067785,14.16828246,0.993215386
190,5.488272715,19.73971143,18.68634311,-40.95064763,1.02130785
191,23.87572304,-6.560303467,101.6070733,47.36342198,1.005591937
192,9.776970123,26.56542803,3.805861335,-15.63558338,1.001448648
193,-1.979157393,23.38413207,55.63403525,-20.16930171,1.017322908
194,-9.174939042,12.13391123,-18.98912482,32.67091367,0.996693103
195,35.96400835,-4.462850852,24.36054295,60.15860924,0.992461327
196,39.51672654,23.5017107,105.0457164,21.84109353,0.964934563
197,-10.62362886,5.518310436,0.891221662,-42.23568062,0.993889834
198,0.761092945,-22.27040019,-34.76461518,36.97145657,0.983879602
199,28.03948575,33.19216508,35.15482008,21.38818762,0.98320201
200,22.28920571,2.170499289,28.12547089,29.56678441,0.998032232
201,24.34883596,0.012571373,118.0275797,-24.45297756,1.012634825
202,21.84469014,7.889189072,33.40435116,47.96288723,0.991374956
203,24.60754192,-5.946255906,-1.577514261,9.08564114,0.997839871
204,25.78678087,-3.659626703,124.7425869,-48.0926423,1.023467973
205,-9.223715318,7.98936941,116.3651544,-13.2769421,0.992074479
206,29.62900108,-9.752723005,-31.92956181,-1.205699762,1.013388138
207,41.86212489,31.03072114,-2.515799396,57.8249614,0.984600245
208,24.84295873,34.68459547,25.5616966,73.4690444,0.981942586
209,-5.781453009,10.53309335,59.69543472,56.64273266,0.96000459
210,11.18296571,36.67683337,77.43704269,64.74552897,0.967230084
211,32.75510237,18.2054122,60.51418373,32.1753545,0.977382071
212,9.697942213,-20.95280428,115.4892896,-32.39924965,1.038891544
213,-0.648838355,-7.978987573,-25.52082807,9.056688001,0.999489776
214,30.96058861,24.14884798,68.36271819,49.6040323,0.98213206
215,31.63233314,3.426601356,41.29798221,-3.567490737,1.015271728
216,40.14897886,31.02123823,32.15903921,68.07274925,0.964102195
217,16.93908323,0.148212625,-3.626496005,-1.899975392,1.016772669
218,40.73089471,-5.272321429,39.4179944,-47.97804306,1.027621952
219,37.17327354,19.56687197,103.1521189,8.211017071,1.018319557
220,35.59982861,0.450094533,62.87355475,-47.2534842,1.033839448
221,22.07074363,34.39859217,128.6234987,47.19972067,0.955186007
222,23.88075111,-11.71463641,113.9021437,26.04912689,1.006745405
223,0.428034715,5.843519907,-35.1618214,19.70459937,1.005489757
224,11.7492809,16.05545247,22.5633535,63.6421999,0.977558428
225,-7.102403479,16.51208447,119.1555712,68.02300185,0.966974671
226,15.43774163,3.17004444,76.84521891,-23.26895987,1.011223039
227,-6.690612763,26.49468734,30.37427799,41.06461515,0.993025763
228,18.06902063,-18.27792369,29.45562,-5.329604229,0.988976926
229,43.92968698,21.59193298,69.38958493,29.72651211,0.976206936
230,-8.920749019,21.14759444,-5.219147774,27.95221109,0.970478233
231,8.933342037,33.37064455,18.4530028,64.01312377,0.973325508
232,42.33564501,36.12259706,80.83052318,62.32599157,0.975929113
233,34.30358744,-6.827916455,45.29930579,40.12428526,0.993973598
234,-1.761172776,-8.798667454,38.81949067,-17.17060526,1.023035646
235,-2.096740846,18.4116438,128.1805534,-14.39172593,1.007252859
236,40.28523274,-16.47471541,106.8089308,46.04674118,0.992192474
237,0.789708067,-4.567222819,76.35233046,58.47185278,0.983087752
238,15.6305661,-7.419320034,110.4722776,64.91251169,0.987999493
239,12.55373342,15.46951789,88.33356894,-9.826499383,1.005767524
240,-6.630298613,-20.64402639,63.50213168,62.25307661,1.003415359
241,36.53214607,-5.049000426,134.6156774,41.34477526,1.006671565
242,5.699536827,12.16373647,133.4105574,3.611430531,0.998065383
243,12.36637431,15.91686278,54.3493979,-49.83828515,1.010628603
244,19.62591911,10.25165567,53.49905789,57.8483381,0.996160301
245,17.38875976,10.39333269,-2.607534574,10.2489257,0.987003214
246,10.46651674,-4.371351913,7.968547242,33.34804166,0.983993158
247,9.730443904,22.68291959,31.10013267,-15.0678021,1.011880603
248,-3.270646533,6.241136663,53.25654334,11.64159766,0.989566508
249,36.53327302,26.64002936,83.78149333,66.35273501,0.964134521
250,0.209300951,-20.97409918,-4.703790715,2.834322873,1.00644699
251,34.0048312,-6.637399014,30.08491999,-29.12690032,0.994094398
252,42.85614633,-13.72035898,-8.229515028,67.50854038,0.983973416
253,5.604181846,-5.0138476,65.65210739,36.42379301,0.993366047
254,23.17504869,27.96444574,82.74917956,45.16995938,0.964132874
255,17.34555373,-2.188510199,62.83238065,68.56211809,0.982889127
256,16.65969852,-3.65316707,-33.6859976,9.155750062,1.020459725
257,43.28984939,18.43019524,44.54603966,38.40460516,1.002060057
258,-9.281700285,-21.1205859,38.48305941,-8.969388737,1.013729641
259,34.59034974,-19.91133138,80.74894206,-25.5541985,1.039491911
260,43.13669437,-21.03008163,49.22247072,20.00103315,1.009623824
261,30.95589791,-17.647924,102.7958439,9.181970781,1.02820881
262,22.24340329,-11.57854908,68.09197928,-15.15946539,1.017562223
263,36.78703585,19.43921732,63.97770544,-25.39868978,1.017575778
264,41.10691332,1.698139402,7.529913301,-19.56743415,1.011914541
265,8.693118037,8.756542864,-14.09263486,-38.85004542,0.998529094
266,-3.478276831,23.06409023,-26.18916121,24.27548495,0.996690326
267,32.29315328,18.43492235,32.89597925,-40.48304189,1.028073323
268,42.48796675,-16.04191837,15.34813505,37.51782203,0.996611276
269,27.4678849,25.00387275,73.67444277,64.62979329,0.957180101
270,-8.590742648,-23.38045067,56.13575368,65.96663283,0.986568842
271,40.22291334,33.64341661,78.5413877,-26.27454434,1.022385172
272,11.40481365,25.303982,35.89601407,32.12707366,0.95496875
273,6.936793271,22.587168,38.8426966,0.701998463,0.995657512
274,40.59458549,17.60787893,54.8966667,-26.39770573,1.014485763
275,39.11156088,-11.95396309,127.9011425,-32.64346553,1.035260559
276,32.4822177,-8.13235442,116.638117,-43.81726117,1.01467485
277,40.45494901,-23.77204989,-28.54332587,-14.13786273,0.979316486
278,43.77211284,35.82809707,-16.1609474,60.71306892,0.969632077
279,33.6644627,14.5337111,106.8262804,16.7786077,0.990497759
280,13.17364722,12.95193777,-24.23501564,-38.69311546,1.023913659
281,16.59100986,-1.082865257,102.2918344,-12.62917179,1.003893674
282,8.570720884,25.13438666,97.22506848,-4.411938244,1.000194142
283,-3.61496565,-13.35514566,53.11933279,-17.92315326,1.022840674
284,35.00433939,26.25658043,135.2653709,74.27450339,0.963599073
285,-6.443912632,13.64460583,92.74372777,-3.52601592,1.00977197
286,33.36898378,-4.535392032,4.617615297,-38.43008594,1.020614719
287,20.99367659,-12.50836261,130.8673192,-29.77658248,1.001393373
288,33.66470829,11.64252078,25.39630343,-31.76397684,1.02876555
289,10.46238324,9.846982127,40.11918239,54.29669367,0.994242388
290,18.46306072,-14.90420771,41.87647178,-5.667618066,1.0121785
291,-4.463459255,27.03711347,25.37173336,47.6264063,0.990121447
292,21.84098706,18.26083525,83.50937893,-22.95659789,1.007401856
293,-4.074709887,2.563204079,60.78006502,21.40461129,1.014352189
294,-9.327147331,-17.27047454,120.4419861,73.91669814,1.00715491
295,6.822877897,22.94921175,35.04603755,-25.90744777,1.001143651
296,19.53796049,-18.93386706,40.79844164,-18.47918596,1.02945124
297,39.02688819,17.4110706,44.87939264,0.036015685,1.007605022
298,5.083086509,9.884225683,37.65739853,-0.903050958,1.023309004
299,-11.4939576,14.24640579,-23.21037782,25.61269603,0.974126821
300,-4.457216448,-7.377595355,29.18142213,-27.21785977,1.031924502
301,3.633605477,35.75079533,-31.78475041,-32.27794668,0.995001602
302,23.79610911,13.26535846,121.5689516,19.43167738,1.006252283
303,-11.07732304,-14.58053076,41.60175984,62.93807514,0.988585488
304,23.38393699,14.69178347,-17.77925191,-0.928423853,0.993036898
305,19.54530259,-3.600082172,107.7622087,58.13313615,0.992631016
306,4.781626725,37.26841292,81.91613423,-39.54996498,1.002720045
307,19.23256586,1.74317457,72.89842131,-5.392114868,1.001148284
308,3.68475596,-15.87039757,34.10627454,-28.72698627,1.027727416
309,23.60315473,-0.567576631,22.01741971,59.13949293,1.003725267
310,1.980367307,-22.10034494,23.07179946,2.224874883,1.020100351
311,13.56439871,-15.85686604,115.7663745,29.86186761,0.975960123
312,2.801578899,-9.866587097,46.28400094,-43.85893029,1.033716823
313,17.0017021,-23.85715939,5.609047802,3.333997342,1.002139241
314,32.27412695,4.134711949,112.3031137,30.40865739,0.994599642
315,37.66125642,10.82000383,72.35383694,53.5382325,0.967793955
316,30.81147555,-1.638712854,-33.15339993,45.47667285,0.999989644
317,-0.06637573,24.47207852,5.235208172,72.6619028,0.944157622
318,16.49645447,5.151566095,-6.161477598,-10.81921753,1.029191593
319,-3.180901471,-23.72494823,48.11375634,51.82412353,0.991174995
320,10.56820791,35.41019233,73.23448602,-19.46390106,0.998756339
321,3.767503485,27.00197851,-26.1909764,46.97269017,0.959743675
322,0.113973748,16.49010906,91.39880702,-22.84296397,1.013454459
323,17.04868063,10.22869527,89.04184618,-2.498078043,1.012316951
324,33.52212592,-24.09771425,85.07266909,-6.622363071,1.032879291
325,-2.929856513,24.22926404,71.65425079,-5.696934346,1.004123059
326,29.44767247,21.44799436,-22.76896433,24.86883594,0.981453338
327,13.22382754,25.22316975,34.9094414,54.76432469,0.980318063
328,39.34699368,-13.14855082,69.52294611,68.06810184,0.973952444
329,15.3045106,1.03587,6.489362722,-20.96588254,1.033649158
330,21.34132687,-1.982743178,80.32185813,65.75678186,0.992720671
331,13.92770124,-15.34611328,104.0158059,-24.90858141,1.015456531
332,10.51160798,-23.05070528,-17.60750607,39.09758189,0.989389845
333,1.117728453,-3.17218466,-29.25267956,-42.19360062,1.029634296
334,36.91655079,22.00870914,-17.23341161,10.45707353,0.995001582
335,6.145501549,17.80607574,102.467223,38.46111242,0.99126696
336,-2.433902986,-1.059439109,110.5159188,-23.99278929,0.999687641
337,34.05478168,-24.24188511,110.9339329,-47.65635958,1.04760825
338,29.5064848,-5.858914811,122.3120255,-26.89618377,1.021635383
339,12.10780109,-1.933789625,22.00943339,-33.45608849,1.035079048
340,-4.081603721,-6.712517895,65.16283837,46.43074166,0.988927307
341,0.305930485,31.35899482,102.2734415,-1.594917974,0.987259831
342,21.87965595,31.98604599,10.99644077,68.31538833,0.960574287
343,-6.513425139,1.627764225,106.8172294,-20.11545709,1.018904237
344,-4.832997788,14.29604794,89.45497795,-37.27938993,0.99852026
345,18.94345676,9.812591085,79.63226645,-20.54330045,1.02539548
346,37.20850518,-19.91062224,5.718776374,39.17760198,0.98131108
347,3.299253159,7.381552456,-23.61479739,-13.21132221,0.996095985
348,-11.0391555,-3.10492278,-25.02713309,1.136230793,1.01506092
349,2.902121649,5.50026913,-36.04703922,29.85285491,0.971574669
350,32.89846191,2.98395008,112.7994676,53.1645248,0.983291094
351,39.03993832,-9.881161582,18.22496463,-26.27267841,1.000260756
352,27.66100197,5.770857168,13.12031477,61.99989997,0.978384126
353,15.83295373,22.31966834,68.63084462,-5.764651201,0.978149616
354,41.2273707,29.91647307,111.3184727,36.6838035,0.995516926
355,21.51639002,29.70684377,43.47735141,48.64778769,0.959517732
356,27.50217635,36.37845101,99.14108068,13.11822185,0.985336249
357,9.856829426,34.03979339,24.62531941,-2.432436296,0.991948684
358,11.47251299,-22.98778557,96.69879788,-40.0121483,1.016019852
359,17.92497721,24.93029426,-25.2805876,24.66363009,0.989043158
360,1.689380026,-4.868571112,116.2250762,57.96471178,0.984916127
361,36.65853824,-23.74872585,105.201944,-38.83864045,1.032988153
362,12.61467922,-8.672935921,122.5214283,-11.22690572,1.005199837
363,41.8895488,3.386200361,89.01329183,-36.21457138,1.019540719
364,17.61241262,25.66032333,21.59256594,32.22728676,1.002268899
365,16.47970664,-3.811285974,-17.74297342,58.78811962,1.003272885
366,43.00865413,3.939313411,55.43043598,9.512285833,0.992547722
367,-0.048255911,23.66035927,-17.71969361,48.46442707,0.994741714
368,10.18090855,-24.6309153,45.22444335,-15.26096844,1.018795424
369,18.42372643,-12.08484397,118.9573873,42.22256728,0.986156234
370,-3.929629332,32.54079382,122.9502311,35.15561565,0.974181869
371,-7.384437487,25.24991526,102.7438559,-18.714064,1.022582402
372,29.90659301,17.95007014,133.035624,74.704616,0.993079817
373,-11.12451185,28.25838367,-31.85587113,-5.905822032,0.96810031
374,33.34320226,6.203290335,94.87672167,-17.80316829,1.021913152
375,-11.84480199,-19.1644071,39.88465494,8.53319653,1.004680304
376,19.74177989,-24.72847191,116.7121824,48.36344654,1.016949748
377,17.27991914,-16.79102489,76.24882088,32.31475636,0.995032588
378,30.95752893,15.84152569,95.03700147,-33.70611967,1.0102927
379,43.17147499,29.96441769,112.985487,-34.83531508,1.01297988
380,7.298667211,10.86295423,109.0324623,-35.20997749,1.025925137
381,3.912260615,-7.958908725,55.02263427,-36.48942175,0.984996614
382,1.642857028,34.21055633,126.7591947,12.69714554,0.965319008
383,2.75873108,-20.87783711,42.00756332,6.909206796,1.003352355
384,14.93214038,0.95882229,136.12003,-12.25795395,1.023152892
385,18.84643335,23.62905285,123.8251477,-20.89303449,1.009758414
386,6.454747039,10.48291897,10.57435673,57.03069409,1.001096358
387,-9.200343568,-6.681492043,-17.90662478,54.24226432,0.99505153
388,26.95312983,21.73623537,105.513031,60.06317922,0.99452313
389,6.334712361,-16.70931204,117.4849831,-22.00041606,1.002959122
390,8.284581421,32.80365317,-13.80314058,-48.55226618,1.011172539
391,4.701750617,10.96253751,106.9768791,9.572217901,1.002323947
392,22.6615222,16.17314011,-16.95551608,47.6925267,1.004289756
393,28.59715163,9.169133419,101.0860216,-11.03667292,1.017209262
394,42.29843196,4.407713706,-30.02825664,-3.604437699,1.024144953
395,39.45145445,30.70119344,19.86083646,-17.52375802,0.984631125
396,13.80210527,-10.29503645,59.90777105,45.1759883,0.98044483
397,7.477307025,37.06736633,98.65685112,70.27155991,0.940773706
398,39.87744351,-23.56781902,129.6724857,70.98411656,1.009990471
399,31.30728854,26.5862961,127.107136,54.07595674,0.96240472
400,15.62230149,6.379053758,32.6587972,24.63325669,0.979257869
401,-8.970008425,-9.958393908,0.069738482,-1.496809675,1.000328748
402,25.59954283,-20.41843159,99.39441599,1.535129966,1.018433987
403,-3.348418857,-4.463756392,14.5754994,68.98098374,0.983196935
404,7.537910167,-20.18234526,97.74109894,74.17615028,1.011144065
405,40.70455801,8.897798429,-24.95382094,-35.66396488,1.012015778
406,10.63443269,-11.04984675,33.83610188,38.24950365,0.994084096
407,-7.294771786,-4.612891453,85.12953758,-17.07302802,1.009757689
408,28.3585016,-8.443355115,130.5071359,11.77465286,1.027776398
409,-6.066517687,-6.573903354,48.51745216,74.11452657,0.979002013
410,-6.650113308,19.64467028,3.34467455,-39.00612356,1.011867291
411,10.88120568,14.71335721,24.20749201,42.67970098,0.993311504
412,23.19555955,11.06730088,84.55618077,-4.31363236,0.998288008
413,-11.11278632,7.239886159,-30.67209052,-45.21284798,1.001750691
414,17.68399557,32.31232928,63.25783983,-10.00279369,1.009845222
415,37.98802232,-4.810953267,35.4846111,56.08627208,0.999120881
416,5.703103272,19.92145361,59.05658994,20.60997475,0.995405828
417,11.3941797,3.067877141,3.285680111,1.975021654,0.9978473
418,11.0497505,-7.461572004,118.590994,-32.72360934,1.01408297
419,6.408603206,-1.087477763,27.91392943,70.60088204,0.9894504
420,14.41790253,-19.24262161,8.927792493,10.43401687,0.991460277
421,24.51492975,30.20914734,118.749398,49.31803334,0.988162487
