id,p4,q4,p6,q6,p8,q8,p9,q9,v4
17,38.07930096,-13.51402538,43.16484603,-9.133637269,38.2512881,8.800760496,11.18427212,4.65452025,0.998710986
18,-7.879795491,29.77070181,42.7930191,18.8306125,75.2302547,-38.26066795,53.40274061,2.997838241,1.02121907
19,-8.359117455,-16.25564795,-4.054307704,-15.26901386,-0.462074869,-23.416013,-19.36607078,17.46272386,1.007892518
20,-10.85867428,32.57113866,-7.803569567,-16.59125471,84.50956398,0.299659666,-31.34321847,70.76042571,0.970088271
21,16.81404895,-5.215718856,-0.100633374,-14.6677851,7.448713095,16.58229918,29.43404271,25.44300216,0.982763467
22,-3.975331194,22.25521781,60.75637394,22.65550864,68.60318572,41.3421361,35.47123234,2.180780952,1.010105281
23,10.99945484,27.6265017,54.08591142,5.70145258,30.64162492,26.58401655,74.29581951,-17.85110645,1.003356146
24,-11.56358632,-1.775218559,7.577629254,40.35241252,-23.2815154,65.73737109,101.0587292,8.86102739,0.984089905
25,26.67203488,22.28485564,8.072333043,34.70065453,11.68953207,66.59546918,136.1751786,47.62464065,0.980656169
26,0.705136162,-10.41438073,20.64488706,-26.02701923,52.73767797,-3.312393331,19.55303327,-38.55668527,1.011550932
27,-4.614293964,-1.512689547,-3.589561971,22.50227892,77.58941733,55.97258526,-19.62973501,29.26538533,0.997544438
28,32.31137938,-9.343533745,-7.173418789,-4.449202385,47.47930821,59.91553005,82.35692318,73.04356019,1.00102898
29,32.04959097,11.46996466,-12.22370713,-28.77865009,-2.129856258,40.51425678,35.59801985,-19.71269754,0.988081616
30,38.04412738,2.324916602,14.12253819,-29.2742391,55.46988095,23.92287435,98.33336301,-35.77998413,1.016990894
31,41.33671516,-3.290069317,40.01201413,2.870549077,-22.2096327,-4.549619489,18.01963433,-43.66094452,1.002015506
32,12.62683604,9.395339536,23.75208694,4.273583994,68.87089313,37.45064001,-17.45390026,50.63049935,0.980754246
33,38.5147082,17.92150631,37.84763907,-0.251711493,2.124512458,17.87035302,137.2004636,72.86628085,0.989384041
34,37.65139237,33.06711131,28.22752569,-24.45693142,20.55747504,-7.590780992,46.10279575,15.58456616,0.999930477
35,31.43396515,-0.540293624,52.56948784,-24.60249125,59.65127994,10.82333468,-29.81096937,-46.13551307,1.014603307
36,7.515265526,-23.08644207,9.37790361,36.48879295,21.3548943,-34.2017555,76.81732111,10.13936704,1.010452884
37,19.09061896,-11.96360857,41.9936802,-29.91937112,-23.27146774,18.44022409,114.2808826,13.2734361,1.005373197
38,6.765320291,-2.487360871,49.71599763,44.86778846,79.5907578,-36.56824969,-16.08599207,-28.09351518,1.013009022
39,10.65786395,-10.79555342,10.03895205,-10.48128114,34.08983725,0.311983136,135.0486222,24.72255009,1.014479875
40,14.50728969,9.049788496,42.50346906,26.67881897,77.58600087,3.217298926,62.31197924,69.03895639,0.977025974
41,16.97260321,-10.45739877,20.5954972,5.239330875,32.47511763,64.68882964,85.43985252,11.10343991,1.014044675
42,13.92668747,-24.80959836,25.720784,-1.650741187,51.55973643,-1.94722173,13.34101601,-5.356286823,1.026141992
43,41.7967078,-24.94586011,53.02967136,-4.356660005,38.76707079,2.208314146,118.0679576,-4.183576696,1.035838679
44,5.13758679,-15.57245344,7.139494017,32.24815824,43.30320881,-1.980588374,60.20046994,41.7953917,1.00796728
45,6.991098312,25.40179934,1.807922875,39.67172671,47.95258941,-2.415598707,119.2940867,-47.71284108,1.020197938
46,27.34323024,8.469140315,56.22989876,-12.69812058,50.60230937,40.88532533,106.223059,58.83124101,0.997598816
47,2.719718988,-24.21229857,30.562121,-1.27938154,-6.971706048,64.59414135,-24.72032026,42.1773171,0.985041498
48,-8.824891865,36.03857021,56.58398232,32.03344161,73.03496542,52.04750795,87.63692429,38.60235639,0.99339273
49,27.88527485,18.09338317,56.89483249,21.6677458,41.30817746,9.841732633,72.61713947,5.261359508,0.994217895
50,8.347373277,-23.73089576,46.29218324,11.2814972,3.243682826,36.27440549,12.00498662,48.18621389,0.988812073
51,-6.126597269,23.27263792,14.78416846,20.95473323,8.951700564,-1.763924351,21.62384921,18.99337962,0.965771596
52,6.350709437,11.74879107,39.3413588,11.20266301,50.48179499,-2.218445578,11.01558488,-20.94321697,1.00763725
53,31.81027031,13.210873,46.32419679,-3.424020372,86.84846158,-4.573544402,98.52392237,-8.764920078,1.014765773
54,36.69994605,31.06420397,30.57354043,24.12504294,57.93380354,28.53805337,77.8482095,71.32684171,0.961640978
55,28.71142206,29.71740356,28.75361393,-20.27433962,10.52167708,52.20061026,-19.45205771,-47.65883289,0.992504475
56,27.86657307,-17.50334916,44.17907762,9.668603382,42.18393481,-14.81041125,1.579768801,-22.70549225,1.020891412
57,25.68203068,5.243487832,24.61474004,31.1170733,38.86193048,51.24132019,110.8219343,21.00039907,0.978919319
58,25.81328593,29.09536961,54.98777705,30.89788743,7.869093429,-5.668917477,104.4962678,-43.96496019,1.020489023
59,39.44857935,-21.23367566,28.61102999,-28.59675624,4.909835874,37.13278257,117.3600237,-5.463370556,1.012707061
60,15.13170761,8.053987855,21.07201224,9.305550443,68.44808975,-8.078491772,125.1035494,9.122167375,1.008812026
61,39.04384173,-15.1193894,62.51737665,-23.04232872,50.10608368,-22.80132824,125.2708969,7.245364041,1.027988629
62,37.57019972,29.46642088,4.861793273,8.814127192,-10.68477002,-1.658608169,-5.185191854,50.0186652,0.955181676
63,14.91824581,-19.41596892,64.95915093,-28.42558471,-0.183442516,61.10046578,34.82158997,51.03743086,0.996581594
64,11.93421563,-20.97346024,25.38988323,-2.347748279,6.760156783,33.55586875,0.240557191,11.09879356,1.010656971
65,38.69552177,22.49648751,-14.21558512,-6.956675325,10.2624362,56.44143966,59.49482241,11.96195616,0.981026442
66,18.41137537,33.79093622,62.67986195,-21.71525617,9.950329334,-35.21499441,70.3907818,14.41716421,1.005518197
67,27.49840937,36.60969205,-8.818708197,41.6279204,33.25943464,53.56648645,43.56943183,-24.92207531,0.997183309
68,40.25214446,-24.30614637,32.15808016,4.713522381,40.9386618,32.42008731,13.43206236,31.5708545,0.998664702
69,15.24266483,-17.49866751,23.53888707,-4.563531207,36.70773341,-29.09236125,60.33735902,-43.72548589,1.024341652
70,16.85228416,8.658913004,-0.347997362,-8.521698335,-6.514008842,66.60845666,-6.779128869,24.44764627,0.990772247
71,9.721755433,30.58773568,17.69101814,-2.541742692,-22.59875955,0.149889076,128.4856036,30.72082271,0.978752427
72,33.13222108,-11.96775729,-11.90611788,-16.3479694,71.44199422,40.3126053,86.09425655,-18.7060909,1.03054858
73,15.55076576,9.914624814,9.777806857,24.0987169,69.22365391,-35.16347351,89.10380603,67.4629979,1.004216585
74,33.97494232,29.5808197,-0.125521263,16.46670905,-7.309873509,-44.47209019,65.62840512,7.034099849,1.006995597
75,-6.854264709,-8.105499185,65.57739282,13.76354055,35.53686098,-22.69531144,51.30854209,50.5875003,1.014738988
76,6.311828261,20.93486786,-15.34297568,-17.1867719,11.45927364,60.99904906,80.07967675,31.46633167,0.99347069
77,26.08012531,26.60067198,-7.664022421,-18.48294071,85.56530419,-35.0970788,60.23493769,45.06597584,0.98899586
78,12.94528922,18.77708633,52.46568113,-15.45749411,11.29100102,8.277089941,105.1192181,57.42023917,0.989242423
79,23.32205281,13.11925227,31.25963309,14.0131215,37.11533044,-2.108834078,38.92198,56.86165648,0.986581008
80,24.48776605,-19.37000644,6.919230604,11.4181931,11.26401415,16.55254889,67.91714646,-18.91435297,1.008018614
81,32.82160074,0.970150811,23.39083972,-5.597420438,33.38857436,35.84823703,129.8402819,-39.90074171,1.022685945
82,38.93837806,15.41091129,23.72333847,-17.04651297,-6.421634609,9.169642538,-28.47628193,47.53833798,0.948308561
83,40.92316136,-8.191327597,48.5578072,-2.529229481,2.821951889,-12.84429822,-37.10396474,-1.568485945,1.002452658
84,28.98646053,30.35056444,9.886305928,25.37605039,68.46757776,-2.952442476,25.11658278,-15.81856505,1.000493679
85,39.38916568,-15.82773778,28.89606963,28.29840918,19.14358906,62.54495141,7.067665942,32.36864814,0.993703691
86,24.78136631,23.46147821,46.14523293,-1.052590893,-21.95783417,20.34957754,7.444218519,8.498045236,0.994282247
87,6.211223851,19.81759102,9.542188147,-26.64422702,43.98286202,-37.69070922,-33.70641565,33.93298387,0.974386541
88,-5.973733994,-15.26078902,59.16362796,-19.2847952,48.65984107,18.60786611,74.81467544,3.683234401,1.022353639
89,12.89390526,36.70621488,42.52756685,-22.60267949,27.35212848,19.71967149,81.62892366,12.82128595,0.988302597
90,21.8852309,-18.92450786,-6.340633403,10.81946501,10.39852105,-20.43123436,108.033362,53.75409562,1.002176309
91,10.01958063,-14.72048417,58.17063235,14.79614798,-18.85828035,-23.70440063,47.35123224,45.58001012,0.995752781
92,23.73852761,27.60540285,62.82571284,44.52229986,52.23207106,5.376438252,63.24403402,8.936587297,1.003083125
93,2.501181208,31.84443852,55.38257063,42.930756,76.25219558,24.22213871,34.47362994,-40.11402358,1.007821142
94,34.63791417,6.815375402,22.17873103,10.70051882,44.16967301,-44.13665059,46.69578324,30.94900638,0.997026916
95,-7.844544415,10.32803954,-5.474922579,39.11527659,84.98524154,-3.017289476,92.74868218,-29.01832841,1.020002904
96,16.99621581,28.34294347,38.14923454,32.48561694,-13.96759657,-12.87725058,131.6083844,55.30070439,0.958456314
97,19.98789531,17.62975773,14.30981283,3.763949528,87.29921781,58.10450321,101.8638118,19.32739082,0.984313806
98,33.86759301,3.087724518,-0.440428895,-29.46457431,69.99514868,13.45059837,86.53701078,10.4064816,1.014550988
99,20.08901473,-20.25267456,6.564530496,-16.10204649,5.812853836,-3.822714355,114.8291867,59.31821732,0.997377809
100,38.30401856,16.19492314,55.33173816,20.48690473,14.78848601,-39.99103037,-22.13234953,72.08500191,0.992829197
101,30.58938387,25.42835468,30.95841719,-29.65040336,20.44929788,34.36519735,39.29281101,51.53531297,0.986617293
102,21.75680396,7.181966365,39.95788762,-29.34045227,-3.580484017,-7.649980669,39.27637615,66.3204501,0.980130987
103,11.48561884,34.33753686,18.44842606,-10.71381974,-10.66431369,47.14116915,4.222632402,-7.731069154,0.965634067
104,10.99197303,-5.751905988,52.70582154,3.561841583,45.9623457,44.18104323,-13.4134251,17.53166727,1.015531905
105,40.00644005,17.27130257,15.20075308,5.114748792,79.98440733,34.88889093,125.4546514,43.74573109,0.97900719
106,-2.366028602,4.786374658,44.99907436,17.30168122,-1.708850645,-7.855661587,72.04594473,56.01230591,0.99878114
107,10.69838364,6.453987563,43.35541163,-8.901888284,43.73537705,38.91428028,15.42526502,-37.2967991,1.011878134
108,33.07789332,-2.956614519,20.76423071,-1.658786005,56.7726343,-43.14331064,106.1809462,42.09400528,0.997955267
109,-9.5387451,-19.55016815,39.62437128,14.87758965,28.39638576,29.65548967,-33.27391157,33.69267388,1.009295707
110,14.95569546,-19.52469307,28.78798539,39.57739948,49.66607488,16.04948474,-4.884350286,11.96701875,1.030089726
111,19.28844932,-1.217049252,15.07463682,23.90453625,-12.9568179,60.96315955,121.6412021,-36.66873393,1.007899198
112,-10.42587568,-8.166174606,49.66715222,32.64342938,-8.240298809,-16.58005312,84.98146722,-37.54940113,1.010267819
113,-8.784788698,17.48636274,19.04203385,35.89835393,59.34063665,51.68027987,81.27096832,-23.0156502,1.00454594
114,6.12410556,-23.94291306,-8.269485339,-6.880215325,11.82889541,66.05672263,126.2585732,2.326495542,1.010615788
115,15.5609006,-13.27408865,57.25793833,-26.13238514,0.444763669,-7.628035156,-36.88244019,-38.76780507,1.00476531
116,7.848337765,-21.03691967,10.01084692,29.70088932,36.59921737,35.62591572,-33.98335613,74.34660765,0.967764181
117,24.70453556,-4.261527883,56.49412908,-25.53470004,30.41677043,65.91021051,-18.7041622,34.97122687,1.014942486
118,27.91353839,-24.23934383,12.76535629,10.50302037,-20.06291867,-28.37233979,-12.10613956,-37.67629847,1.029532839
119,42.02566689,-5.045679544,38.161523,21.68451739,34.85792317,-38.36383177,122.9197759,2.352892213,1.028964086
120,35.43528534,16.49286493,57.16956438,38.46841701,-6.50500174,22.36089748,5.149552242,32.89620382,0.976671392
121,-9.343031976,34.09384941,38.78747552,-3.055884124,-12.56547572,8.214462782,-32.23174064,-34.81383306,0.9724626
122,-11.29277023,-3.240055367,27.37205837,-23.52423557,80.8125497,36.32100517,70.15290208,-24.61203869,1.017648259
123,-2.485053929,-19.79703676,2.03312214,-19.18457163,68.88642929,-18.49235588,82.76608609,-32.16773072,1.045138088
124,2.012046837,-3.256226049,57.81758635,12.49991829,81.83677226,28.50420075,67.77329339,20.93672725,1.004514656
125,28.46308541,-14.17961686,2.054172555,-3.844543254,65.47574178,23.12489464,93.32436815,-0.558739206,1.017663348
126,-3.801052065,36.30757335,61.82452073,-20.12305895,46.08547979,64.96121832,87.08291194,16.17532968,1.009077476
127,39.01336402,37.38591464,-15.25995011,-21.33082522,78.24017407,8.821171047,21.35824,-21.48080462,1.001114542
128,4.244503824,8.840513158,63.806605,16.28375911,73.8606598,43.48530328,95.4802347,-32.36753116,1.012821359
129,27.76002391,32.49873897,64.80361848,32.87647544,12.91819321,-23.08624223,30.10715307,15.61604192,1.001405969
130,29.02947542,20.28812935,30.50318172,36.22444811,41.22465875,23.52133074,91.03267798,40.42728194,0.978990114
131,18.06492298,0.232204222,8.425980433,-14.85533517,12.74601493,-12.16638277,-3.945308304,35.65005354,0.99166904
132,-2.916077848,-2.705891111,64.98772315,6.619987264,85.90014912,0.839031901,-27.32591822,1.535893875,1.017493544
133,30.06744798,-9.048480846,13.89142731,-13.75246679,25.13401289,-4.460412829,22.70119009,23.05629034,0.986753917
134,-2.953357599,-3.978293843,38.3544514,44.26491818,-14.69663933,28.78622607,70.28152567,-32.06100573,1.031430445
135,14.65719615,-19.56241998,5.947924981,36.71983202,24.26193974,34.32639451,44.44339119,34.23277223,1.020558987
136,31.45749685,-20.86173941,12.14443841,30.66969352,10.34073735,9.168971053,62.33984946,72.11071843,0.997016689
137,23.41258314,-10.67759287,6.798919759,-19.87279569,58.29732528,-29.29323429,10.640376,55.52378082,0.996536154
138,39.44677251,20.3322598,13.13898839,34.164349,6.785862579,-7.869116852,85.3668368,22.96388737,0.976030787
139,3.998014637,-24.01301376,43.94703926,-7.781272461,68.78628738,19.50343042,72.53282853,33.82153418,1.003275505
140,41.35248397,7.957806036,-10.97542723,0.394324629,-11.21155006,16.7444901,-10.93301459,-1.394437527,1.003647932
141,-8.551957649,4.971024299,47.4036442,16.93582917,62.56334972,-29.41731704,11.94387891,-11.0630731,1.011188102
142,9.301746966,13.39639019,46.5695247,15.94469055,23.80207633,-32.17056061,92.17440178,1.224733944,1.013550847
143,10.74845579,32.52620535,13.68401787,29.06289657,2.600895136,42.06836948,-14.39844235,21.5084205,0.97022034
144,1.274607044,9.460857967,18.74826263,-25.98312484,85.43052678,-39.75953639,107.9497132,61.62485583,0.989514949
145,32.87558687,24.47738676,22.88390902,-7.909805212,64.35279447,38.86802571,117.8349417,2.045236287,1.001135192
146,-11.95414775,19.47050478,31.88283672,8.246849672,16.19064714,5.819282502,-36.57377119,46.66741973,0.974828414
147,41.43583776,36.99943482,6.196043762,10.80409343,28.50781573,-30.04369074,113.2025133,65.0410913,0.968490489
148,16.70240908,-14.60994551,63.11519167,28.48312338,-7.004622951,41.80935531,-29.97337398,-18.50157485,1.026009243
149,6.949526424,20.8836411,6.214009491,24.30184959,66.94679728,21.03001904,85.39256376,-30.24083416,1.018289746
150,43.99494485,-22.0637377,1.246966208,21.09081232,0.071178111,27.03565714,11.30530881,-19.10416796,1.002284219
151,13.42322542,-21.49663338,-16.9257755,-11.27317588,63.9619919,49.90739452,62.90833926,55.8457851,1.016905983
152,35.25749698,28.99233987,-3.628226068,-25.78406904,63.93389592,46.28246876,-18.80020729,58.31209496,0.961916507
153,17.10275588,15.43464418,-16.04804594,-8.900879161,23.66396678,18.18848796,30.41856748,69.94198094,0.965961315
154,-2.635464794,-3.089029016,17.57614299,12.38864816,45.34148826,37.16939309,15.79491798,-8.923524302,1.018865459
155,3.687033416,-14.18329959,1.551181203,-12.24788913,22.49960639,50.35057759,32.50796981,37.07774212,1.006198441
156,6.311088923,14.4954348,49.7509797,-1.630874655,-5.05519032,-27.15670915,91.64130218,41.1573079,1.01374207
157,-7.035444913,19.96547547,-10.15099449,-11.3197152,22.84734091,-13.64246779,0.471012812,-44.82123365,1.026016996
158,12.41887249,12.74162147,-4.868850392,37.22588681,19.97212876,-1.782931826,-13.49224575,30.17181071,0.996960769
159,-6.208863965,10.02072331,20.99179233,-21.63859219,17.74039326,25.49951746,120.4602027,-32.14648388,1.0238317
160,34.97328496,5.60861585,56.73256111,-5.223149488,13.03470009,5.953849676,55.55703598,23.56321992,1.010526583
161,37.4652942,24.31679653,19.04195813,-11.62680747,83.40931034,3.862712111,92.75528454,-2.793425911,1.005182857
162,-0.831520945,-17.02620665,63.28280424,0.431046383,34.34930703,0.331118597,41.41617094,-10.27652997,1.035558167
163,29.59983595,-2.709909209,8.432536772,-10.8361076,54.56799258,-19.81523082,106.1575424,27.7723713,1.0050163
164,36.20325299,-14.56115177,27.51068292,38.67058003,-10.94771706,12.36820039,-34.85151615,-23.54072998,0.998195829
165,15.55266818,-0.929407315,4.557841713,-13.00761951,4.16776434,-26.98405175,31.50919432,54.40005212,0.983378603
166,-5.834418952,6.339616086,55.44021634,8.857714522,72.3292456,45.20413062,-19.5803859,14.71877024,0.987192331
167,29.61931021,-8.051575704,52.81741684,-9.838757237,44.59320008,58.70386899,41.11841448,45.09976239,1.001295538
168,43.32751008,-6.672340441,-13.86083368,8.992925741,11.46252933,6.062674891,117.6139558,3.606264007,1.017012249
169,9.746675948,17.45473739,52.90977187,36.28087842,15.36875653,-18.27214339,106.2933809,-39.42588934,1.022934759
170,2.434890617,32.60573311,32.54402945,30.2988161,-7.376240026,30.58762474,75.07365417,-43.6567679,1.004814394
171,-8.522583167,-4.24253277,6.852477825,-21.77535538,-23.459877,-3.794010221,97.32880373,-4.837273843,1.005604547
172,-1.858247972,11.13978777,6.006332489,-25.80309286,-18.09919547,-0.0310512,35.1855855,-29.95629884,1.021573122
173,23.90216186,23.99213794,-4.873212039,28.97205001,85.02063562,34.6465697,-3.251362548,0.92851739,0.997655819
174,17.67005635,-5.678640981,15.2292831,4.187106058,14.33660162,-33.64585966,95.1929873,50.32618854,0.990509412
175,2.782408503,-10.32411426,59.66066952,-29.55379397,28.71365995,-14.24889438,13.42695224,1.278057681,1.007957281
176,21.45939068,15.61617477,29.33902553,36.60038535,31.33293569,-42.30201384,55.26115027,65.76651617,0.987803691
177,22.76936372,2.988379671,12.11035241,-23.83020066,17.54597739,-13.46638863,28.5265545,-20.92669363,1.0275937
178,19.49305874,2.069915673,-17.76640691,-25.76460952,54.26802206,8.359430631,-4.521559312,69.77707787,0.992685056
179,-9.370470345,21.96624526,-6.058944571,36.46030128,68.01853317,-5.268140753,72.62489574,-46.134088,1.021888274
180,3.069102271,2.83280189,10.10317024,3.732703295,-18.52453743,56.83454352,-8.070614941,53.69405842,0.987171136
181,19.47297796,8.642245154,19.81068251,-4.775938322,10.00277391,58.45224202,-24.70780957,-47.29807628,1.00036485
182,-3.810497444,-9.733313513,13.7316414,23.05085295,-11.90481564,66.45585241,77.12846147,5.99469504,0.991419985
183,32.56870498,8.426797279,40.9839233,15.49211672,-23.70614975,1.894934885,-26.27336521,12.60489684,0.974631343
184,28.4615296,-14.91076234,10.37617588,35.2688008,51.91860686,-43.24871406,118.1788383,9.157022011,1.022475509
185,9.269442264,26.79023694,39.34337647,43.94840967,18.22451334,41.08343773,86.27893569,-19.55768324,0.99196365
186,38.59689209,-1.695882588,12.36297185,13.56168618,0.24564872,-43.29840218,82.833742,71.64068942,0.979582799
187,7.559091813,28.87202266,-17.62633319,-2.8100591,-0.594673863,7.041487307,136.8008894,6.707351504,0.987303327
188,37.22083632,27.89123207,30.30500443,14.78063054,-18.03691654,46.98655717,83.79749802,33.53897753,0.977431447
189,2.313136828,34.14521711,49.28921272,34.13325183,76.48588187,5.505129391,92.92067785,14.16828246,0.993215386
190,5.488272715,19.73971143,64.60449743,19.30444379,15.86021536,-23.22640751,18.68634311,-40.95064763,1.02130785
191,23.87572304,-6.560303467,18.7841698,40.41524431,74.74642994,59.46752143,101.6070733,47.36342198,1.005591937
192,9.776970123,26.56542803,28.55790673,3.684342855,4.834543365,62.07302438,3.805861335,-15.63558338,1.001448648
193,-1.979157393,23.38413207,54.98858528,23.82711775,64.88164628,31.11914326,55.63403525,-20.16930171,1.017322908
194,-9.174939042,12.13391123,33.50900279,5.198874243,39.7436321,48.56274489,-18.98912482,32.67091367,0.996693103
195,35.96400835,-4.462850852,62.57050675,23.80656594,55.37008164,-38.8639506,24.36054295,60.15860924,0.992461327
196,39.51672654,23.5017107,-5.478353018,26.73538077,-3.749793225,50.23018844,105.0457164,21.84109353,0.964934563
197,-10.62362886,5.518310436,-12.530903,-11.38779355,-10.08156553,-9.24863736,0.891221662,-42.23568062,0.993889834
198,0.761092945,-22.27040019,23.17475005,33.23446787,67.69205645,12.6392213,-34.76461518,36.97145657,0.983879602
199,28.03948575,33.19216508,22.80902664,44.75821726,74.81358015,-20.30686002,35.15482008,21.38818762,0.98320201
200,22.28920571,2.170499289,10.32266874,42.30244915,-13.99523199,-36.03925363,28.12547089,29.56678441,0.998032232
201,24.34883596,0.012571373,-9.359584356,21.72506785,75.95845378,-20.47201112,118.0275797,-24.45297756,1.012634825
202,21.84469014,7.889189072,7.33116682,17.49796673,59.1757693,-44.99335136,33.40435116,47.96288723,0.991374956
203,24.60754192,-5.946255906,42.69680604,9.251627861,-19.2852745,16.15830183,-1.577514261,9.08564114,0.997839871
204,25.78678087,-3.659626703,8.588120474,0.029961247,50.66048648,-19.85978897,124.7425869,-48.0926423,1.023467973
205,-9.223715318,7.98936941,6.191861622,16.12174965,-22.64563956,54.14991909,116.3651544,-13.2769421,0.992074479
206,29.62900108,-9.752723005,-14.4450868,-6.552858825,50.30692368,7.571077543,-31.92956181,-1.205699762,1.013388138
207,41.86212489,31.03072114,15.20863552,-26.9179285,85.35076299,-19.72032972,-2.515799396,57.8249614,0.984600245
208,24.84295873,34.68459547,61.06143845,15.6684026,59.33158912,45.53995934,25.5616966,73.4690444,0.981942586
209,-5.781453009,10.53309335,40.39177574,8.226402277,20.09687588,59.96838217,59.69543472,56.64273266,0.96000459
210,11.18296571,36.67683337,41.9795177,13.52970873,37.10390094,23.66495048,77.43704269,64.74552897,0.967230084
211,32.75510237,18.2054122,57.72058478,40.73410963,40.04799072,0.816121885,60.51418373,32.1753545,0.977382071
212,9.697942213,-20.95280428,60.64729183,25.77978015,68.11404923,-11.99601445,115.4892896,-32.39924965,1.038891544
213,-0.648838355,-7.978987573,35.22268005,-13.59107843,-0.938182878,-3.104553718,-25.52082807,9.056688001,0.999489776
214,30.96058861,24.14884798,49.03583212,14.93297013,-8.259542997,44.82083122,68.36271819,49.6040323,0.98213206
215,31.63233314,3.426601356,27.91543134,-16.93015526,25.01945326,-25.62143518,41.29798221,-3.567490737,1.015271728
216,40.14897886,31.02123823,29.15168775,-12.40740863,0.677033465,-27.03950618,32.15903921,68.07274925,0.964102195
217,16.93908323,0.148212625,23.97892644,0.535703828,51.47486904,12.60265281,-3.626496005,-1.899975392,1.016772669
218,40.73089471,-5.272321429,61.87456786,15.69458626,-14.66699081,35.23567896,39.4179944,-47.97804306,1.027621952
219,37.17327354,19.56687197,28.0425352,-19.21265296,74.79325306,2.799436395,103.1521189,8.211017071,1.018319557
220,35.59982861,0.450094533,62.56022645,20.13883058,77.69067383,16.45826664,62.87355475,-47.2534842,1.033839448
221,22.07074363,34.39859217,-8.489730108,11.08497966,31.91164848,57.52763786,128.6234987,47.19972067,0.955186007
222,23.88075111,-11.71463641,50.01971342,35.44937464,9.767041447,-33.27851601,113.9021437,26.04912689,1.006745405
223,0.428034715,5.843519907,-13.85278058,30.74038162,57.41282584,-23.85117614,-35.1618214,19.70459937,1.005489757
224,11.7492809,16.05545247,13.37457131,0.916846069,66.67000511,-24.33148459,22.5633535,63.6421999,0.977558428
225,-7.102403479,16.51208447,15.92069887,33.05743975,17.76531107,49.89563302,119.1555712,68.02300185,0.966974671
226,15.43774163,3.17004444,-15.91625963,-19.40134196,32.46383147,20.70922911,76.84521891,-23.26895987,1.011223039
227,-6.690612763,26.49468734,61.77679875,9.585491139,-15.42861049,-0.031735589,30.37427799,41.06461515,0.993025763
228,18.06902063,-18.27792369,-11.8405317,-29.40487819,-4.838023967,20.1050186,29.45562,-5.329604229,0.988976926
229,43.92968698,21.59193298,35.01295368,-15.85954041,-5.192562664,9.570509814,69.38958493,29.72651211,0.976206936
230,-8.920749019,21.14759444,2.470061949,-7.682290701,54.61013381,-24.95713623,-5.219147774,27.95221109,0.970478233
231,8.933342037,33.37064455,15.65334409,-14.15861813,34.4131181,48.11644707,18.4530028,64.01312377,0.973325508
232,42.33564501,36.12259706,65.30842056,31.19792307,28.73597502,15.902878,80.83052318,62.32599157,0.975929113
233,34.30358744,-6.827916455,37.97811557,37.2579491,35.45916584,11.00404896,45.29930579,40.12428526,0.993973598
234,-1.761172776,-8.798667454,19.10540302,31.76405504,-1.746132933,7.291068212,38.81949067,-17.17060526,1.023035646
235,-2.096740846,18.4116438,52.9279516,-8.937204235,-11.33362277,43.22465469,128.1805534,-14.39172593,1.007252859
236,40.28523274,-16.47471541,2.210469606,44.78571777,8.605479406,62.10723214,106.8089308,46.04674118,0.992192474
237,0.789708067,-4.567222819,13.14430231,-27.42437739,6.821836638,-16.51641444,76.35233046,58.47185278,0.983087752
238,15.6305661,-7.419320034,-12.8825204,26.40159655,-18.86097221,-20.81999245,110.4722776,64.91251169,0.987999493
239,12.55373342,15.46951789,3.931008952,-17.17545746,52.33754241,-16.19545145,88.33356894,-9.826499383,1.005767524
